Mon Oct 21 04:42:42 +0000 2019,1186140731380924418,Why am I so tired?,232046382,"Los Angeles, CA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,If it should leave. Than give it wings 😌,Roman Dura,Thu Dec 30 03:47:11 +0000 2010,,3b77caf94bfc81fe,Los Angeles,"Los Angeles, CA",US,"[[[-118.668404, 33.704538], [-118.668404, 34.337041], [-118.155409, 34.337041], [-118.155409, 33.704538]]]"
Mon Oct 21 04:42:42 +0000 2019,1186140730126786561,Last time I checked the 🌚 was black &amp; White #followme But first click this link. https://t.co/ebABoj8mbX #moonchild… https://t.co/cbEC8WuhSD,84206815,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,✨ we were born to travel & inspire ✨ live the life you have imagined,@VegaTravels,Thu Oct 22 01:13:44 +0000 2009,,8d71376556a9e531,Kent,"Kent, WA",US,"[[[-122.309297, 47.343399], [-122.309297, 47.441224], [-122.126854, 47.441224], [-122.126854, 47.343399]]]"
Mon Oct 21 04:42:42 +0000 2019,1186140731913752582,"I've just baked 70,837,216,209,608 cookies in #CookieClickers2. Grandma will be proud of me!
https://t.co/aBzvfiRjHX",489991524,"South Bend, IN","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,jennifer baide,Sun Feb 12 03:37:07 +0000 2012,,01d195f82afb41f9,Niles,"Niles, MI",US,"[[[-86.317101, 41.80097], [-86.317101, 41.884575], [-86.219488, 41.884575], [-86.219488, 41.80097]]]"
Mon Oct 21 04:42:42 +0000 2019,1186140732567908352,@rose_statefarm Hang on lemme see if I can get a picture!!! Where them lil trash pandas at?! https://t.co/qX15gUqxeB,1124573309432057856,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,"Memes, food, nerd life and alcohol shit lol gimme your worst!",Jose Marquez,Sat May 04 07:15:45 +0000 2019,,19d41c6eff11e9d6,Cerritos,"Cerritos, CA",US,"[[[-118.108568, 33.84596], [-118.108568, 33.887971], [-118.02881, 33.887971], [-118.02881, 33.84596]]]"
Mon Oct 21 04:42:42 +0000 2019,1186140732991721472,"The end part is what they were saying on the screen so I guess it caught some of that, I think I was going to say I… https://t.co/Dd2QfpPGDE",834944025367097345,"Houston, TX","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,"State Alum. 
Grad student. 
#RootingForEverybodyBlack 
#HarbaughStanAccount",Spooky Wrez - YAY!,Fri Feb 24 01:52:22 +0000 2017,,1c69a67ad480e1b1,Houston,"Houston, TX",US,"[[[-95.823268, 29.522325], [-95.823268, 30.154665], [-95.069705, 30.154665], [-95.069705, 29.522325]]]"
Mon Oct 21 04:42:42 +0000 2019,1186140733096505344,@Eweather13 Intense night in TX OK 😮,1048736834329726976,"Connecticut, USA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,Blessed father and husband.  Weather enthusiast.   Somewhat dorky / always a Patriot.  🇺🇸,sdunloppler,Sun Oct 07 00:48:40 +0000 2018,,e86b380cfefcced5,Connecticut,"Connecticut, USA",US,"[[[-73.727776, 40.950918], [-73.727776, 42.050588], [-71.786994, 42.050588], [-71.786994, 40.950918]]]"
Mon Oct 21 04:42:43 +0000 2019,1186140733889269760,@_richiiieee @Cristhian_Reznd Wyd,4870468602,"Fresno, CA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,559 ❤️🏠,KK,Sat Feb 06 22:08:40 +0000 2016,,944c03c1d85ef480,Fresno,"Fresno, CA",US,"[[[-119.93251, 36.648905], [-119.93251, 36.923179], [-119.632419, 36.923179], [-119.632419, 36.648905]]]"
Mon Oct 21 04:42:43 +0000 2019,1186140734199611392,i need a professional massage..,2739223685,"Louisiana, USA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,shelbyy,Sun Aug 10 18:21:20 +0000 2014,,c7ef5f3368b68777,Baton Rouge,"Baton Rouge, LA",US,"[[[-91.218994, 30.354161], [-91.218994, 30.564039], [-90.962605, 30.564039], [-90.962605, 30.354161]]]"
Mon Oct 21 04:42:42 +0000 2019,1186140733423734784,Home Depot at Forest Lane and 75 https://t.co/yY4JeBPdya,176614923,"Dallas,Texas","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,"She wears strength and darkness equally well, the girl has always been half goddess, half hell.",Mayalen,Tue Aug 10 00:27:30 +0000 2010,,07ff830817b8e718,Mesquite,"Mesquite, TX",US,"[[[-96.683671, 32.700664], [-96.683671, 32.849211], [-96.520614, 32.849211], [-96.520614, 32.700664]]]"
Mon Oct 21 04:42:42 +0000 2019,1186140733457100800,https://t.co/MIRlybCwUE,2768334893,"Seattle, WA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,Hula & Fish ❤️,malachi,Fri Sep 12 22:31:32 +0000 2014,,b35cdcfb12c39448,Silverdale,"Silverdale, WA",US,"[[[-122.777442, 47.631027], [-122.777442, 47.736453], [-122.627929, 47.736453], [-122.627929, 47.631027]]]"
Mon Oct 21 04:42:43 +0000 2019,1186140734237368320,😍 https://t.co/CJws9au5Vu,158805352,STL,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,#IDance#ILove❤ #FreeyoStreetTeam 4.29.15 #RIPBabyBoy,TTILF 🤸🏾‍♀️🤤,Wed Jun 23 18:06:46 +0000 2010,,8edfa588d28ff4d2,Breckenridge Hills,"Breckenridge Hills, MO",US,"[[[-90.379629, 38.709684], [-90.379629, 38.725076], [-90.355429, 38.725076], [-90.355429, 38.709684]]]"
Mon Oct 21 04:42:43 +0000 2019,1186140735940321280,@_jiggyjosh_ i’m so hurt 😂 i’ll buy me another one for christmas fuck it,167548144,"Arkansas, USA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,“The bigger the better” Licensed Cosmetologist 💇🏾‍♀️                            7.4.19👼🏾,Na'Shayla 🌻,Fri Jul 16 21:46:31 +0000 2010,,90407ba247350183,Conway,"Conway, AR",US,"[[[-92.537713, 35.018058], [-92.537713, 35.128165], [-92.323965, 35.128165], [-92.323965, 35.018058]]]"
Mon Oct 21 04:42:43 +0000 2019,1186140736141582340,I'm forever single lmao,3196897022,Shreveport • 318 ,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,LSU Shreveport || Finance📈 || Chosen,Jordan,Sat May 16 03:15:16 +0000 2015,,4ec71fc3f2579572,Shreveport,"Shreveport, LA",US,"[[[-93.938883, 32.332455], [-93.938883, 32.589759], [-93.679985, 32.589759], [-93.679985, 32.332455]]]"
Mon Oct 21 04:42:43 +0000 2019,1186140736573575168,"Three of the first five tracks on Thelma Houston’s “any way you like it” album start with the word “Don’t”

that’s kinda great",61520340,"Chicago, IL","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,"Yahoo Sports, NFL draft. “Listen nerd, trash talk is a very big part of football.” @nprice14 to me",Eric Edholm,Thu Jul 30 15:49:25 +0000 2009,,4b03b11ec52e251e,Cary,"Cary, IL",US,"[[[-88.290812, 42.190136], [-88.290812, 42.242307], [-88.174076, 42.242307], [-88.174076, 42.190136]]]"
Mon Oct 21 04:42:43 +0000 2019,1186140737005477888,@valenzuelaveexo Dumb,986443829116129280,Living,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,"24.still growing, maturing & learning with Vianey💕",🏳️‍🌈♊️,Wed Apr 18 03:18:30 +0000 2018,,013379ee5729a5e6,Tucson,"Tucson, AZ",US,"[[[-111.083219, 32.057802], [-111.083219, 32.320979], [-110.747928, 32.320979], [-110.747928, 32.057802]]]"
