Mon Oct 21 22:31:29 +0000 2019,1186409699702460416,10/10 Recommend The Chicken &amp; Waffles  😋 @KushWynwood https://t.co/NEaoq2XkqL,242108152,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,Heyyy I’m Yalaina ☺️I Blog and share my style and life 🔛 http://www.yalainaelori.com🧚🏽‍♀️  📧 Email: hey@yalainaelori,Yalaina.Elori,Sun Jan 23 23:52:12 +0000 2011,,07d9da0f8ac85003,KUSH Wynwood,KUSH Wynwood,US,"[[[-80.19472, 25.795751], [-80.19472, 25.795751], [-80.19472, 25.795751], [-80.19472, 25.795751]]]"
Mon Oct 21 22:31:29 +0000 2019,1186409700797177856,@Trevongrimes8 @CoachMorini Their fans literally threw in the towel 😂😂😂 https://t.co/xuS9dehhO5,2183148738,"Est. November 14, 2013","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,"Blog on the #EverythingSchool, aka Florida #Gators. For the fans, by the fans. For recruiting: @IAKOWRecruiting 📧: neil@inallkindsofweather.com #WeChomp",InAllKindsOfWeather.com 🍑🏆,Fri Nov 08 22:54:28 +0000 2013,,2ee2a9232db9851a,West Caldwell,"West Caldwell, NJ",US,"[[[-74.329364, 40.826757], [-74.329364, 40.866051], [-74.259841, 40.866051], [-74.259841, 40.826757]]]"
Mon Oct 21 22:31:29 +0000 2019,1186409701325471745,"Oh and have multiple children, given those Trusts... or something... @SenFeinstein Trust Fund kids befriend the poo… https://t.co/1P5ZkNXppp",1056460945763889152,"Davis, CA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,"Twitter for Giant Sound Services LLC, Tweets sent from Matthew Bryant; ""outcast"". Most people seem to be just waiting for me to die, like my mother. Bad T-Spine",somanymatts,Sun Oct 28 08:21:32 +0000 2018,,1994142e26ba7127,Davis,"Davis, CA",US,"[[[-121.803252, 38.526843], [-121.803252, 38.590264], [-121.675074, 38.590264], [-121.675074, 38.526843]]]"
Mon Oct 21 22:31:30 +0000 2019,1186409701883469824,My mans setting himself up blame you for the breakup,197451827,"New Jersey, USA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,chill.,Reeksfamous,Fri Oct 01 14:56:43 +0000 2010,,a64b09ad02cb5c61,Hackensack,"Hackensack, NJ",US,"[[[-74.06836, 40.858471], [-74.06836, 40.913461], [-74.024444, 40.913461], [-74.024444, 40.858471]]]"
Mon Oct 21 22:31:30 +0000 2019,1186409702017687553,Y’all be capping for the internet,954200533241298944,36 streeter ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,BagBoy💰,SOSA,Fri Jan 19 03:55:10 +0000 2018,,3b98b02fba3f9753,North Carolina,"North Carolina, USA",US,"[[[-84.321948, 33.752879], [-84.321948, 36.588118], [-75.40012, 36.588118], [-75.40012, 33.752879]]]"
Mon Oct 21 22:31:30 +0000 2019,1186409701996716032,Literally,33757342,Piney Woods of East Texas,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,"#TakeItBack |@partinmealex -SFA 🏀 podcast|
SFASU Alumna| College Prof.| Proud Texan & American| Htown ⚾🏀🏈⚽, OH-IO🏈, & Blackhawks🏒 
*thoughts are my own*",WSAstros🤘,Tue Apr 21 01:34:44 +0000 2009,,ebf78e870cecf27c,Nacogdoches,"Nacogdoches, TX",US,"[[[-94.704218, 31.55485], [-94.704218, 31.673033], [-94.594405, 31.673033], [-94.594405, 31.55485]]]"
Mon Oct 21 22:31:30 +0000 2019,1186409702562914309,The Kurds should Defend their country. We do not need to be there. We have done enough!,802958150269812737,"Enterprise, AL","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,Hugh Meade,Sun Nov 27 19:31:56 +0000 2016,,4caafbe771809878,Enterprise,"Enterprise, AL",US,"[[[-85.896673, 31.283873], [-85.896673, 31.386312], [-85.777968, 31.386312], [-85.777968, 31.283873]]]"
Mon Oct 21 22:31:30 +0000 2019,1186409702772621314,@BellaLaw Let me sleep on ya couch I’ll Make sure your fridge is always stocked,70049484,Surulere/ D[M]V,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,"🎮 Psn:Young_picasso92, nintendo friendcode: 5894-9349-3777 #Godbody, Yoruba Angel 😇",Static shock⚡️ @ Anime NYC,Sun Aug 30 04:34:19 +0000 2009,,db1e795d2641873e,Gaithersburg,"Gaithersburg, MD",US,"[[[-77.252801, 39.102707], [-77.252801, 39.169487], [-77.163064, 39.169487], [-77.163064, 39.102707]]]"
Mon Oct 21 22:31:30 +0000 2019,1186409702864883712,Senior Night for five seniors. Playing their final game in Big Mo Stadium.,2362888818,Pembroke - Maxton - Prospect,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,*** HOME OF THE RAMS ***,Purnell Swett High,Wed Feb 26 16:11:35 +0000 2014,,3b98b02fba3f9753,North Carolina,"North Carolina, USA",US,"[[[-84.321948, 33.752879], [-84.321948, 36.588118], [-75.40012, 36.588118], [-75.40012, 33.752879]]]"
Mon Oct 21 22:31:30 +0000 2019,1186409703187931136,need me a bitch on the cream team,1138375523644649477,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,yes they suspended me again.,josh,Tue Jun 11 09:20:49 +0000 2019,,3f5897b87d2bf56c,Delaware,"Delaware, USA",US,"[[[-75.788756, 38.45104], [-75.788756, 39.839007], [-74.984165, 39.839007], [-74.984165, 38.45104]]]"
Mon Oct 21 22:31:30 +0000 2019,1186409703095488512,@jadeambberr hehehe,159373448,901,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,As the grimy globe spins... Howard U Alumna 🏄🏾‍♀️,cimona lisa,Fri Jun 25 05:44:18 +0000 2010,,f995a9bd45d4a867,Memphis,"Memphis, TN",US,"[[[-90.135782, 34.994192], [-90.135782, 35.272849], [-89.708276, 35.272849], [-89.708276, 34.994192]]]"
Mon Oct 21 22:31:30 +0000 2019,1186409703821205506,I need a break,521822818,"Toledo, OH","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,UT '20 II ΑΣΦ II sc: maxtrumbull,Maxwell,Mon Mar 12 00:49:34 +0000 2012,,7068dd9474ab6973,Toledo,"Toledo, OH",US,"[[[-83.694776, 41.580375], [-83.694776, 41.732806], [-83.454566, 41.732806], [-83.454566, 41.580375]]]"
Mon Oct 21 22:31:30 +0000 2019,1186409704299233280,"@SportsCenter El que mal empieza , mal acaba.",120913664,"Jiménez, Chihuahua","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,juan carlos,Sun Mar 07 23:56:21 +0000 2010,,7774ce7483b8bc12,Jiménez,"Jiménez, Chihuahua",MX,"[[[-105.102464, 26.340366], [-105.102464, 27.601418], [-103.69926, 27.601418], [-103.69926, 26.340366]]]"
