Mon Oct 21 23:55:59 +0000 2019,1186430964815351808,Who’s the best men’s singing group of all time?,2538966510,In the books,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,TTU ‘21.5 😏 They also call me “The Streets”,heyyyyy B 😊,Sun Jun 01 07:05:39 +0000 2014,,3f3f6803f117606d,Lubbock,"Lubbock, TX",US,"[[[-102.033765, 33.44712], [-102.033765, 33.693933], [-101.760581, 33.693933], [-101.760581, 33.44712]]]"
Mon Oct 21 23:55:59 +0000 2019,1186430964655742976,i am in class DYINGG 🤣,288501981,Falconia,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,🇩🇴 🇸🇻 🇭🇳 | #SSET #UCF,2Phone a.k.a Goku,Tue Apr 26 23:47:09 +0000 2011,,01f196c135e37b16,University,"University, FL",US,"[[[-81.224485, 28.56471], [-81.224485, 28.61218], [-81.170066, 28.61218], [-81.170066, 28.56471]]]"
Mon Oct 21 23:55:59 +0000 2019,1186430965402484737,wait why is this actually me,2279567664,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,Purdue ‘22 ~ #TylerStrong,laurel,Mon Jan 06 20:36:49 +0000 2014,,832ac0728b3e26ac,West Lafayette,"West Lafayette, IN",US,"[[[-86.999431, 40.406761], [-86.999431, 40.511402], [-86.86053, 40.511402], [-86.86053, 40.406761]]]"
Mon Oct 21 23:55:59 +0000 2019,1186430965545082881,Good now everyone can get off my shit lmao,183825210,New York,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,Some sweet psychotic 26 yr old girl who likes to eat,Ashleyy,Sat Aug 28 00:16:37 +0000 2010,,d174da757ae2238e,Baywood,"Baywood, NY",US,"[[[-73.306456, 40.73782], [-73.306456, 40.772571], [-73.278898, 40.772571], [-73.278898, 40.73782]]]"
Mon Oct 21 23:55:59 +0000 2019,1186430964223877120,It's been too long. I hope your great! https://t.co/Gg3INjBwDb,22521055,"Detroit, MI","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Radio Girl | On Air at @995wycd & @1043WOMC 🎤  I ❤️ animals & @J1tru | from the D'| Specs Howard Production Coordinator |💍🎧🐩☀⚾♒🍷🍫📖👟👡📷🍟🚯#MyOpinions,RadioAricka,Mon Mar 02 19:10:37 +0000 2009,,ed8334ef408add50,Southfield,"Southfield, MI",US,"[[[-83.319904, 42.442178], [-83.319904, 42.517441], [-83.200644, 42.517441], [-83.200644, 42.442178]]]"
Mon Oct 21 23:55:59 +0000 2019,1186430965607911424,All I’m saying is. Tom Brady uses summers eve,323118592,"Vancouver, WA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,Worlds biggest Portland Trail Blazers fan! Rip City! 🖕Trump! Paranormal Investigator #GoNiners,Jason Hassler,Fri Jun 24 08:42:14 +0000 2011,,5a16f6443a850916,Vancouver,"Vancouver, WA",US,"[[[-122.713442, 45.582501], [-122.713442, 45.678677], [-122.464507, 45.678677], [-122.464507, 45.582501]]]"
Mon Oct 21 23:55:59 +0000 2019,1186430965654130689,"@beachskymtn Your interests will take you right to the ""action!"" 😂👻",360188566,"Chicago, IL","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Husband. Father. Entrepreneur. Branding & Marketing Strategist at @CWHarrisChicago.  Michigan State University Alum. Spartan Dawg🏈. Flintstone. Chicagoan.,C.W. Harris,Mon Aug 22 20:43:51 +0000 2011,,1d9a5370a355ab0c,Chicago,"Chicago, IL",US,"[[[-87.940033, 41.644102], [-87.940033, 42.023067], [-87.523993, 42.023067], [-87.523993, 41.644102]]]"
Mon Oct 21 23:55:59 +0000 2019,1186430965729632257,@WordswithSteph Like how this Pope has no fear facing evil! #popeisdope,783799841159680002,"Iowa, USA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,"Professor, feminist, liberal activist, special needs advocate & LGBT ally. GOP voodoo & ReSISTER dolls available @ Etsy. Sales help elect DEMS!",JAWeeksSiman,Wed Oct 05 22:43:39 +0000 2016,,265f5cd93d66b1a1,Ankeny,"Ankeny, IA",US,"[[[-93.677966, 41.688221], [-93.677966, 41.777677], [-93.545095, 41.777677], [-93.545095, 41.688221]]]"
Mon Oct 21 23:55:59 +0000 2019,1186430965792403456,@bennlacy @Shea_LVRJ Thank you Ben! Means a lot. I think you’d be surprised to see what Foremaster looks like now,2344194337,"Las Vegas, NV","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,I cover the homeless and veterans @reviewjournal. always @UF 🐊.     tip me: berickson@reviewjournal.com,Briana Erickson,Fri Feb 14 22:18:10 +0000 2014,,5c2b5e46ab891f07,Las Vegas,"Las Vegas, NV",US,"[[[-115.384091, 36.129459], [-115.384091, 36.336371], [-115.062159, 36.336371], [-115.062159, 36.129459]]]"
Mon Oct 21 23:55:59 +0000 2019,1186430966107168768,"Attention! Attention! Game change! 
Football Game @barnett stadium 

Wednesday, 10/23/2019

Marshall MS vs McReynol… https://t.co/jA13UI3QXm",898262466840473600,1115 Noble St.,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Marshall Middle School. Houston ISD. Athletics and Extra-Curricular Activities Account. Near Northside High School HISD.1914 est.,Marshall Middle-HISD-Athletics - Catamounts,Thu Aug 17 19:17:15 +0000 2017,,1c69a67ad480e1b1,Houston,"Houston, TX",US,"[[[-95.823268, 29.522325], [-95.823268, 30.154665], [-95.069705, 30.154665], [-95.069705, 29.522325]]]"
Mon Oct 21 23:55:58 +0000 2019,1186430960537079808,@TamaraLush How about guild shop steward Barbie,48905211,Miami,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,"Indy content creator, former award winning reporter at AP.  Hoping to comfort the afflicted, and afflict the comfortable. Editor at @kbkeynews",Tony Winton,Sat Jun 20 02:40:13 +0000 2009,,6c5881f3b67f1d3a,Key Biscayne,"Key Biscayne, FL",US,"[[[-80.178736, 25.664881], [-80.178736, 25.728994], [-80.146468, 25.728994], [-80.146468, 25.664881]]]"
Mon Oct 21 23:55:59 +0000 2019,1186430966547566592,Let's take the dough and stay real jiggy,1098245059672244225,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,‘09 nostalgia brought me back to Twitter lol 🇩🇴/🇨🇷,hidai,Wed Feb 20 15:36:41 +0000 2019,,cd450c94084cbf9b,Massachusetts,"Massachusetts, USA",US,"[[[-73.508143, 41.187054], [-73.508143, 42.886824], [-69.858861, 42.886824], [-69.858861, 41.187054]]]"
Mon Oct 21 23:55:59 +0000 2019,1186430966681591813,"@realDonaldTrump I am not following your gibberish.
Can I buy a vowel?",64328392,"Torrance, CA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,Minding the Minutiae,Accoutrement,Mon Aug 10 03:38:36 +0000 2009,,3b77caf94bfc81fe,Los Angeles,"Los Angeles, CA",US,"[[[-118.668404, 33.704538], [-118.668404, 34.337041], [-118.155409, 34.337041], [-118.155409, 33.704538]]]"
Mon Oct 21 23:55:59 +0000 2019,1186430965796786177,"#trucks have come along way, especially the sleeper. Thankfully there's no more crawling through the hole to lie do… https://t.co/pu7ucz5FWs",1581898908,"Rocky Mount, NC","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,"A proud father of two and husband of one amazing wife. Marine turned trucker, pastor & unashamed Christian conservative. On IG as jrhd0311.",Andy Specht,Wed Jul 10 01:45:47 +0000 2013,,6057f1e35bcc6c20,South Carolina,"South Carolina, USA",US,"[[[-83.353955, 32.04683], [-83.353955, 35.215449], [-78.499301, 35.215449], [-78.499301, 32.04683]]]"
Mon Oct 21 23:55:59 +0000 2019,1186430966731919360,"@politico We hope not, more disaster for us",4479228984,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,Renate mckeever,Sun Dec 06 21:56:05 +0000 2015,,a274bfc1cb60ae0b,King City,"King City, OR",US,"[[[-122.818513, 45.387453], [-122.818513, 45.411477], [-122.793828, 45.411477], [-122.793828, 45.387453]]]"
Mon Oct 21 23:56:00 +0000 2019,1186430966979551233,@starmaxprez I’m going to block you if you keep up with this gay shit. It’s getting old.,39122322,"Washington, DC","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,Travel + Lifestyle | @stage30_ cohost | 📍 on a flight outta DCA | Travel Group @travelNcolor,Su,Sun May 10 22:12:03 +0000 2009,,01fbe706f872cb32,Washington,"Washington, DC",US,"[[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]"
Mon Oct 21 23:55:59 +0000 2019,1186430966211854336,"#IKnowMyPartnerIsMadWhen
He comes to bed wearing this. https://t.co/A9AlEGJoc9",130947454,Menifee,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,"Fast cars, motorcycles, heavy metal and dirt bikes, quads, surfing and concerts. NO DMs please!!",Feeling froggy? jump!🤘1000 hp 🤘🚘,Thu Apr 08 20:36:49 +0000 2010,,5bc211cd1f2a0410,Sun City,"Sun City, CA",US,"[[[-117.227335, 33.684954], [-117.227335, 33.735791], [-117.171315, 33.735791], [-117.171315, 33.684954]]]"
